Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DMTX,"Dimension Therapeutics, Inc.",4.7,117704478.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,25.92,1267543236,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/diod
DPRX,"Dipexium Pharmaceuticals, Inc.",1.4,14561570.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dprx
DISCA,"Discovery Communications, Inc.",29.1,11439930923,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",29.7,11675805788,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",28.24,11101843618,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,59,27437069130,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,12.1225,77105100.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.57,41873134.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,6.72,70972157.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,16.45,238233193.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,28.1,118844201.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",87.76,20691651386,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",16.76,449304661,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",16.7,447696171.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",16.75,513813469.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",78.22,2707471646,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,9.9404,621275000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eagl
EAGLU,Double Eagle Acquisition Corp.,10.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eaglw
DRWI,DragonWave Inc,2.8,17077121.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drwi
DRYS,DryShips Inc.,4.05,4510622.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",0.6699,15110776.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",11.85,256225819.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,28.55,924327833.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",53.99,4952753106,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,1.33,184313469.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",37.36,647690481.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.15,19368441.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.55,7349793.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,4.65,179153619,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,35.64,9758669659,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",20.15,76156199.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",64.6,2172673066,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,6.04,290565235.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",75.85,1173849139,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrx
IGLE,Eagleline Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igle
ELNK,EarthLink Holdings Corp.,5.72,652080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",50.65,7301914501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.9,247500000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,10.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),20.5,128212883.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",9.66,126706356,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evbs
EVGBC,Eaton Vance NextShares Trust,100.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,29.97,33504255407,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",59.7,1935178903,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,5.32,23576681.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",28.4,830028084.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,52.92,4979798037,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.45,44873365.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eei
ECAC,E-compass Acquisition Corp.,10.2999,54692469,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecac
ECACR,E-compass Acquisition Corp.,0.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecacr
ECACU,E-compass Acquisition Corp.,10.801,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecacu
ESES,"Eco-Stim Energy Solutions, Inc.",2.08,29986792.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,3.15,91576938.6,29072044,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",11.81,341514718.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",6.8,84167081.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",15.96,585028738.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,10.4,42443148.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/educ
EFUT,eFuture Holding Inc.,6.36,33475637.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,2.2,59628516.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,8.77,220908626.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",10.55,193503152.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",11.9,99444242.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",4.41,96495029.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",13.1,504006413.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,3.5989,33076798.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,103.81,4437386790,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",16.6,781955350.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",5.98,194135419.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,78.75,23763246334,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",44.61,2086305625,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.38,11476860.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,9.92,248000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.11,252750000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",2.22,53809179.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebio
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.8,6200049.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,26.3437,2739744.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/capx
ESBK,Elmira Savings Bank NY (The),21.005,56818525,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,0.86,8722775.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,30.22,637751819.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,26.07,55954249.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,8.65,226098950.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.48,42877918.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",24.65,767581452.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",5.71,47981986.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",33.03,628756107.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,29.85,762136976,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,45.2,936763129.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,15.64,3485799173,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",2.79,117927912.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",6.87,568087719.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elgx
EIGI,"Endurance International Group Holdings, Inc.",8.75,1238229834,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,16.89,323120765.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",5.06,59151551.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efoi
EHR,"Energy Hunter Resources, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ehr
ERII,"Energy Recovery, Inc.",10.84,567494433.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erii
ENOC,"EnerNOC, Inc.",6.15,190075651.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,1.8,49253405.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",1.32,81720339.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,193.4,3743819407,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgr
ENFC,Entegra Financial Corp.,20,128836140,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",18.35,2593622434,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/entg
ENTL,"Entellus Medical, Inc.",19.35,365019077.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/entl
ETRM,EnteroMedics Inc.,0.0672,7603982.467,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,34.91,399688849,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,41.2,824469721.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,1.35,19526697,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egt
ENZY          ,Enzymotec Ltd.,5.9,134038176.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzy
EPZM,"Epizyme, Inc.",11.1,643926184.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,117.1,829144700.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",346.03,24699378141,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,9.65,33554565.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",36.62,300994977.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,5.59,1744600675,312093144,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,114.6,5992418873,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erie
ESCA,"Escalade, Incorporated",13.65,195221740.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",12.22,275608059.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",16.68,190044297.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2.3,66922844.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,21.22,784469617.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esnd
ESSF,"ETRE REIT, LLC",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essf
ETSY,"Etsy, Inc.",12.37,1429586081,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.8,7835254.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",74.35,3881526881,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.67,18604010.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",2.18,106940366.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evep
EVBG,"Everbridge, Inc.",16.94,459887831.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",2.15,31794071,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evk
MRAM,"Everspin Technologies, Inc.",7.34,91736259.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.68,107809758,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlv
EVOK,"Evoke Pharma, Inc.",1.54,19019554.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",4.25,50606411.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,14.21,211039829.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exa
EXAS,Exact Sciences Corporation,14.39,1560023915,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",28.3,401432019.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",16.84,4823917642,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,4.2,95757408.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",49.77,1667653891,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",124.06,18612708402,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",55.24,9963895611,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",64.5,1650718443,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,72.48,44692690080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esrx
XOG,"Extraction Oil & Gas, Inc.",20.71,3040094710,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",4.88,522424740,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",1.72,16487718.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eyegw
EZPW,"EZCORP, Inc.",11.75,634277819.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",142.54,9310143638,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",119.68,3.44938E+11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fb
FRP,"FairPoint Communications, Inc.",19.05,515750937,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frp
FALC,"FalconStor Software, Inc.",0.65,28373104.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",5,34788140,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,9,325596996,36177444,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,35.95,603728518,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,36.95,277405081,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,14.35,388133978.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",39.8,663640085.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,49.01,14165461947,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fast
FATE,"Fate Therapeutics, Inc.",2.98,101761498.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",16.15,60618798.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,13.3,91978184.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbrc
FDML,Federal-Mogul Holdings Corporation,10.01,1692096917,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdml
FNHC,Federated National Holding Company,18.73,258506908.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnhc
FHCO,Female Health Company (The),1.13,30407221.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhco
FENX,"Fenix Parts, Inc.",3.24,64660709.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fenx
GSM,Ferroglobe PLC,11.84,2034563732,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gsm
FCSC,Fibrocell Science Inc,0.8,35182660.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",22.35,1411628459,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgen
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,214.85,709005000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,23.74,620551184,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,16.21,311433409.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",29.65,797277737.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frgi
FSAM,Fifth Street Asset Management Inc.,6.3,311593136.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsam
FSC,Fifth Street Finance Corp.,5.63,806546959.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,24.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,9.08,267558253.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,26.89,20283011588,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,26.69,480420000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fitbi
FNGN,"Financial Engines, Inc.",37.4,2315394281,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",33.45,485952200.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,33.41,3683003971,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",1.26,28855336.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnjn
FEYE,"FireEye, Inc.",13.69,2342335467,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,26.47,532560809.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",31.16,336268374.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,11.9268,94066254.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,30.3,1157677857,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",23.88,207916951.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",30.86,102996854.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",47.95,2325927097,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",364.6,4378993663,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",31.43,533976307.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,18.3,122670701.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcco
FCFP,"First Community Financial Partners, Inc.",11.95,205992247.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcfp
FBNK,"First Connecticut Bancorp, Inc.",24.2,382583801.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,49.46,444201496.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,29.35,1818403346,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",46.1,3045517439,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,49.9,608068276.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",18.64,203761873.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,29.3,478400379.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",21,159793074,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",33.65,4695206507,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,28.95,160181797.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,24.4999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",41.8,1875983916,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,37.64,1535980674,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",33.71,419941044,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",24.64,2003869289,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmbi
FNBC,First NBC Bank Holding Company,9.15,175962835.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnbc
FNWB,First Northwest Bancorp,16.08,209161564.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",42.0005,92602156.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfg
