Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
IDRA,"Idera Pharmaceuticals, Inc.",1.69,249533772.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",118.24,10601186632,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",21.25,455845203.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",19,75057752,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iroq
IRG,"Ignite Restaurant Group, Inc.",0.38,9989067.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irg
RXDX,"Ignyta, Inc.",6.1,254082464.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,35.7,15063500617,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,31.3,1949337896,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",16.06,726845696.3,45258138,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,11.16,22529283.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",18.65,2490190336,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",123.2,18098080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3.55,17995546.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,11.23,323810446.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,6.27,30393135.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,8.3,210896169.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.208,27308603.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",1.84,160634467.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",3.69,390929135,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immu
IPXL,"Impax Laboratories, Inc.",13.4,989978827.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipxl
PI,"Impinj, Inc.",31.89,599018794.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",2.35,31146420.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",50.15,2688874797,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,100.63,18957197242,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,69.7,1881982595,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,20.95,445093979.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",64.85,1197751096,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",2.55,20571586.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,8.85,1279473829,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.44,71610795.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,89,983916805,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",4.01,143513388.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.4601,6620253.753,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",48.9,990703046.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",9.91,543667862.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll Holdings,2.47,972674581.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.15,55091238.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",56.84,1104341973,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,72.25,1732750436,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.58,60533679.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",10.82,1176473770,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",65.05,1317958210,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,6.8,183128964,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",15.05,2212753144,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",7.14,528792184.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ino
INSG,Inseego Corp.,2.69,145141255.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",38.54,1367312639,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.4,28146727.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",12.83,793893521.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",38.94,738911460.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,37.61,2159794568,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",9.37,672486474.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,5.15,58958183.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,79.12,2957977867,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",24.46,3278627573,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,35.76,1.69467E+11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",23.15,787725212.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqnt
NTLA,"Intellia Therapeutics, Inc.",16.06,578085015.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,2.88,85780774.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",35.8,1113580659,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",39.6,16213323733,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",106.04,2630722713,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",84.85,2908943860,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.1,1172715507,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",8.104,59386557.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.01,50026338.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,0.98,57081001.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,41.85,2760586704,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,39.85,1818730887,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,11.5274,221362806.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",7.29,14055367.86,1928034,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.35,24519605.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",11.2,319927585.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",4.03,95610520.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,22.27,3048315818,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isil
IVAC,"Intevac, Inc.",6.8,142326026.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,43.9,808374512.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,15.5,670657766.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,6.5,44210660,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,116.98,30025096337,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",625.21,24225018747,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",0.56,6458051.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",10.01,196915058.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,18.7,133053978.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",14.27,4413629019,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,155.41,292836421,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,4.7,150556025.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",6.65,112587000.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",45.57,5523219206,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ions
IPAS,iPass Inc.,1.65,109326988.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,20.2215,60011729.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtys
DTYL,iPath US Treasury 10-year Bull ETN,81.8,5627267.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtyl
DTUS,iPath US Treasury 2-year Bear ETN,31.96,7940334.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,63.765,3757862.745,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,30.49,2189182,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,65.58,4603716,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,58.43,3231880.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,21.01,23038473.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlbs
DLBL,iPath US Treasury Long Bond Bull ETN,79.33,5628939.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlbl
STPP,iPath US Treasury Steepener ETN,35.45,5066514,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,99.56,5287366970,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,11.7,125330107.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",26.74,564832014.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,14.05,142580945.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,9.95,952922275.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,343.49,171745000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,58.55,1588613964,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",15.24,2228446887,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,47.89,90301048.77,1885593,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,24.32,97.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.15,200600000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,117.5,5264000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,48.61,349992000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,34.39,202901000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,51.5,3450500000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,iShares Fallen Angels USD Bond ETF,26.72,10688000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,32.66,50623000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,27.85,668400000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,39.19,1195295000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.74,171603000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.769,10153800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,iShares Morningstar Mid-Cap ETF,148.636,319567400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,41.09,2120244000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,60.31,5850070000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,57.49,2828508000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,10.84,39024000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,46.21,2292016000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,56.074,5607400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,50.53,6255614000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,55.3882,5538820,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,54.91,178457500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.38,391476000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,43.46,49979000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,iShares MSCI Global Impact ETF,47.2499,16537465,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,42.595,125655250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,18.43,40546000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,17.08,40138000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,48.26,7239000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,269.67,7645144500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,121.03,659613500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.49,42735000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.08,72720000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,54.76,206992800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,28.05,727897500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,77.0876,80941980,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,90.07,743077500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISLE,"Isle of Capri Casinos, Inc.",24.57,1016139500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",121.65,330607110.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",3.47,111686062,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",64.25,2458113508,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,25.8,605666119.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,5.8,50736967.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
XXIA,Ixia,16.25,1334383375,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,11.9,375287348.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,4.6,25070023,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,134.48,2512452589,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",45.1,90911678,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",99.29,11138855799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",80.9,3887785331,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",5.22,210293974.4,40286202,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",89.48,6988578413,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,112.52,3638304045,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,29.5399,53128809.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",0.85,10489394.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",7.35,147014722.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",10.72,164335595.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",40.02,1166096117,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus SG Global Quality Income ETF,25.7293,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Small Cap Growth Alpha ETF,31.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,32,11264000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.88,42103925.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,102.3,6126985871,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",26.84,24581202313,915842113,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.11,52263645,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.1002,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,21.9,7089746042,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.55,45091402.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,11.7,26749639.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jctcf
JIVE,"Jive Software, Inc.",4.15,324145523.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,9.87,64771875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.031,65828437.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.1797,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyigw
JBSS,"John B. Sanfilippo & Son, Inc.",70.55,791014995.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,44.86,449916955,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jout
JNP,"Juniper Pharmaceuticals, Inc.",5.45,59098448.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",18.48,1956504230,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",20.66,871803387,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,85.21,1526030406,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kalu
KALV,"KalVista Pharmaceuticals, Inc.",7.3,981185.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5.85,213052255.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.15,245653135.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,9.21,379851824.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,0.4417,11713237.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",4.02,149456741.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,16,1416338848,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",22.49,860026168.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",21.25,812608096.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",3.8,55658531.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.05,76377610.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.01,636821787.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,25.8,69811678.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",11.61,74336310.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,8.02,86281068.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",23.8,645432842.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",17.6,483706150.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",17.26,643682703.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",4.65,92495042.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.4,92426413.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",13.305,105287334.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kins
